,origen,dest,tram,linia,type,geometry,length,speed,time,directed
3777,B-131-261,B-131-2876,Pg Sant Gervasi - Pl Kennedy - Lucà - Craywinckel,131,Bus,"LINESTRING (2.137629987915855 41.410388579152425, 2.13768038 41.41041187, 2.13779276 41.4105011, 2.1379388300000004 41.41060117, 2.1380090700000007 41.41066332999999, 2.13810452 41.41077041, 2.13817137 41.41086974000001, 2.1382295600000005 41.41097211999999, 2.1383462900000003 41.41121935999998, 2.13837813 41.41125534999999, 2.13841363 41.41126815, 2.1384454599999994 41.41126339, 2.138927300172394 41.411064919519234)",169.04832506837656,3.333333333333333,0.8452416253418829,True
3778,B-131-2876,B-131-8729,"Lucà - Craywinckel - Hurtado, 14-18",131,Bus,"LINESTRING (2.138927300172394 41.411064919519234, 2.1395332099999997 41.410815340000006, 2.13957681 41.41080695, 2.13961906 41.41081682000001, 2.13968464 41.41085799, 2.1400919101585565 41.41114491468179)",118.94555566013017,3.333333333333333,0.5947277783006509,True
3779,B-131-8729,B-131-2880,"Hurtado, 14-18 - Marmellà - Hurtado",131,Bus,"LINESTRING (2.1400919101585565 41.41114491468179, 2.1401493200000004 41.41118536, 2.1401709300000005 41.41119317999998, 2.14019901 41.41119046, 2.1402205900000006 41.41117652999999, 2.1413099300000003 41.41008386, 2.14143045 41.40995984, 2.141437240000001 41.40993074000001, 2.1414146399999994 41.4098974, 2.141344954537783 41.40983306904815)",198.7115203993097,3.333333333333333,0.9935576019965485,True
3780,B-131-2880,B-131-2878,Marmellà - Hurtado - Craywinckel - Hurtado,131,Bus,"LINESTRING (2.141344954537783 41.40983306904815, 2.1408169499999996 41.409345630000004, 2.14078229 41.4093299, 2.1407582600000006 41.40932799000001, 2.1407352 41.40933827, 2.1406305 41.40947619000001, 2.1402255800000005 41.41012969, 2.14018971 41.41014576, 2.13973055 41.4101461, 2.13969307 41.41015697000001, 2.13968034 41.41018035999999, 2.1396583700000003 41.41079929, 2.13966391 41.4108307, 2.1396822 41.41085624, 2.140148260000001 41.411184689999985, 2.1401671900000006 41.41122231999997, 2.1401478200000006 41.41125161999998, 2.13928772 41.41190789999999, 2.1392496800000003 41.411918379999996, 2.1392049000000006 41.41190415, 2.1389567194734527 41.411725209150525)",498.6694390528566,3.333333333333333,2.4933471952642834,True
3781,B-131-2878,B-131-69,Craywinckel - Hurtado - Pg Sant Gervasi - Mas Yebra,131,Bus,"LINESTRING (2.1389567194734527 41.411725209150525, 2.13848604 41.41138584, 2.1384343100000005 41.41137021, 2.1383809900000004 41.41137335, 2.1383290600000002 41.41140579, 2.13829441 41.41145297999998, 2.13824839 41.41170974999998, 2.1381499751678072 41.41209520932564)",147.57345235105223,3.333333333333333,0.7378672617552612,True
3782,B-131-69,B-131-534,Pg Sant Gervasi - Mas Yebra - Pl Alfonso Comín - Av República Argentina,131,Bus,"LINESTRING (2.1381499751678072 41.41209520932564, 2.1377664700000003 41.41359722999998, 2.1376765799999995 41.41388543, 2.13768292 41.41397321999999, 2.137744930000001 41.414128330000004, 2.1378048599999993 41.41420385, 2.1379501600000004 41.41433726999998, 2.13800241 41.41437617000001, 2.1381059200000005 41.41443542, 2.138167910000001 41.41448504000001, 2.1382043078402737 41.41452545019876)",289.3408756810046,3.333333333333333,1.446704378405023,True
3783,B-131-3243,B-131-3244,Esteve Terradas - Parc Sanitari Pere Virgili - Parc Sanitari Pere Virgili,131,Bus,"LINESTRING (2.1392370184626217 41.41528174207256, 2.1393694600000006 41.41523618, 2.139480720000001 41.415179529999996, 2.1395903100000004 41.41509754999999, 2.13974069 41.41494033000001, 2.1397762299999994 41.41492006, 2.1398092900000005 41.41491266, 2.13985086 41.41491582, 2.1400296400000003 41.41497866, 2.14005741 41.41499655, 2.1400701 41.415020180000006, 2.1400532700000006 41.41507772999999, 2.140017267395017 41.415133607474786)",103.73179910208873,3.333333333333333,0.5186589955104437,True
3784,B-131-3244,B-131-3245,Parc Sanitari Pere Virgili - Esteve Terradas - Pl Alfonso Comín,131,Bus,"LINESTRING (2.140017267395017 41.415133607474786, 2.139954110000001 41.41523162999999, 2.139910990000001 41.415258119999976, 2.1398469300000005 41.415259699999986, 2.13969731 41.415223, 2.13963637 41.41522419, 2.13959698 41.41523646999999, 2.13942224 41.415329760000006, 2.139339640000001 41.41536036, 2.1392532700000007 41.41538435, 2.1390729599999996 41.41541151, 2.1388890899999997 41.41541006999998, 2.138468005578211 41.41534472986981)",143.8756118450712,3.333333333333333,0.7193780592253561,True
3785,B-131-3245,B-131-1776,Esteve Terradas - Pl Alfonso Comín - Pl Alfonso Comín - Isaac Newton,131,Bus,"LINESTRING (2.138468005578211 41.41534472986981, 2.1384235400000007 41.415337829999984, 2.13835653 41.41533289999999, 2.1382892800000004 41.41533514999999, 2.138159420000001 41.41536092, 2.1380994300000005 41.41538392, 2.13801919 41.41542969, 2.13742771 41.41593994, 2.13736364 41.415986489999995, 2.1372175299999996 41.416062799999985, 2.137053150000001 41.41611387999998, 2.13687807 41.4161374, 2.1367003700000002 41.41613228, 2.1365163 41.41609526999999, 2.136436220000001 41.41606250999998, 2.1362919100000006 41.41597898999999, 2.13622926 41.415929160000005, 2.1361264100000006 41.41581609, 2.13608912 41.415757289999995, 2.1360441 41.41561748000001, 2.13603571 41.41554574, 2.1360476200000007 41.41540215999998, 2.1360731400000015 41.41531736000001, 2.136108320000001 41.41525329, 2.1361521299999997 41.415192310000016, 2.136233369999999 41.41510355, 2.1367310198085985 41.41466122416121)",392.5205837734491,3.333333333333333,1.9626029188672456,True
3786,B-131-1776,B-131-1543,Pl Alfonso Comín - Isaac Newton - Av República Argentina - Pl Alfonso Comín,131,Bus,"LINESTRING (2.1367310198085985 41.41466122416121, 2.13690173 41.41450949, 2.1369692599999994 41.414455920000016, 2.1371038800000006 41.414374499999994, 2.1376288 41.41413330000002, 2.137920170000001 41.41397621000001, 2.1386007479649947 41.41344979033561)",207.61715171660333,3.333333333333333,1.0380857585830168,True
3787,B-131-1543,B-131-2882,Av República Argentina - Pl Alfonso Comín - Caire - República Argentina,131,Bus,"LINESTRING (2.1386007479649947 41.41344979033561, 2.13979112 41.41252902, 2.14006869 41.41228351, 2.14063972 41.41183529999999, 2.1407941200000007 41.41174610999999, 2.14093362 41.411687749999984, 2.1409561000000004 41.41166085, 2.1410748888142543 41.411454105475656)",305.5369852462684,3.333333333333333,1.527684926231342,True
3788,B-131-2882,B-131-2883,Caire - República Argentina - Portolà - Ferran Puig,131,Bus,"LINESTRING (2.1410748888142543 41.411454105475656, 2.1413415000000002 41.41099008000002, 2.14136253 41.41097192000001, 2.14141767 41.41095666999998, 2.1426884313849888 41.410817033399574)",171.05449280183382,3.333333333333333,0.8552724640091692,True
3789,B-131-2883,B-131-2884,Portolà - Ferran Puig - Ferran Puig - Jardins Turó del Putxet,131,Bus,"LINESTRING (2.1426884313849888 41.410817033399574, 2.14324992 41.41075532999998, 2.1433083 41.41073138, 2.144006459520993 41.410070647676505)",146.72149618665583,3.333333333333333,0.7336074809332792,True
3790,B-131-2884,B-131-2885,Ferran Puig - Jardins Turó del Putxet - Ferran Puig - Agramunt,131,Bus,"LINESTRING (2.144006459520993 41.410070647676505, 2.145197079545442 41.40894381361431)",159.85976585552012,3.333333333333333,0.7992988292776008,True
3791,B-131-2885,B-131-2886,Ferran Puig - Agramunt - Ferran Puig - Ballester,131,Bus,"LINESTRING (2.145197079545442 41.40894381361431, 2.146567553307977 41.4076466968785)",184.01486486256354,3.333333333333333,0.9200743243128178,True
3792,B-131-2886,B-131-3939,Ferran Puig - Ballester - Mitre - Lesseps,131,Bus,"LINESTRING (2.146567553307977 41.4076466968785, 2.1466056799999995 41.40761060999999, 2.146649 41.40759115, 2.14668803 41.40759617, 2.14735408 41.408183869999995, 2.1474102200000007 41.408194509999994, 2.1474408399999994 41.40818924, 2.14746746 41.408168509999996, 2.1475463899999996 41.40807138000001, 2.14763526 41.407979979999986, 2.14771767 41.407904949999995, 2.14914916 41.406773, 2.1493571900000012 41.40658227, 2.1493613 41.40654265999999, 2.149340500000001 41.40650665999999, 2.1492800799999996 41.40645234, 2.1491985400000004 41.40639757999999, 2.14904981 41.40635427, 2.1487433799999995 41.40629896, 2.1485043891801525 41.40618818846911)",434.93327708621996,3.333333333333333,2.1746663854311,True
3793,B-131-3939,B-131-3392,Mitre - Lesseps - Homer - Escipió,131,Bus,"LINESTRING (2.1485043891801525 41.40618818846911, 2.14833244 41.406108490000015, 2.14812058 41.40602331999998, 2.14787664 41.4059455, 2.14781683 41.405942499999995, 2.14777145 41.4059502, 2.1476988 41.40598749, 2.14610899 41.40716561, 2.145035595164508 41.407980038498444)",389.19103295494995,3.333333333333333,1.9459551647747497,True
3794,B-131-3392,B-131-2888,Homer - Escipió - Putxet - Cadis,131,Bus,"LINESTRING (2.145035595164508 41.407980038498444, 2.1449897400000006 41.40801482999999, 2.14494048 41.40802778999999, 2.14491337 41.40801998, 2.14418777 41.40757928, 2.14416192 41.40755320999999, 2.144037 41.406590720000004, 2.1440017600000005 41.40646695, 2.1439903257342294 41.40644676163243)",217.62641643294307,3.333333333333333,1.0881320821647156,True
3795,B-132-1957,B-132-1906,Costa i Cuxart - Av. dels Quinze - Arnau d'Oms - La Jota,132,Bus,"LINESTRING (2.1752809516018234 41.42798452804573, 2.1764289200000007 41.428222979999994, 2.17646204 41.42823551999999, 2.17648981 41.428254, 2.176522460000001 41.428303579999984, 2.1765183600000007 41.428358839999994, 2.17648385 41.428401579999985, 2.1763624100000003 41.42849498, 2.1763466700000005 41.42854858, 2.17636838 41.42860098999999, 2.17642183 41.42863835, 2.1764928699999997 41.4286508, 2.17669026 41.428657409999985, 2.17722332 41.428661219999995, 2.17729338 41.42868614000002, 2.17733963 41.42873294000001, 2.1773504200000002 41.42876278999999, 2.1773714703660305 41.4293139624209)",301.0930038579396,3.333333333333333,1.5054650192896981,True
3796,B-132-1906,B-132-1925,Arnau d'Oms - La Jota - Piferrer - Deià,132,Bus,"LINESTRING (2.1773714703660305 41.4293139624209, 2.17739089 41.42982243, 2.1773837100000004 41.43048627999999, 2.1774262100000006 41.43173444, 2.1774485300000004 41.43179475000001, 2.17751993 41.43190761000001, 2.1776951705719263 41.43213620461356)",318.9321247755922,3.333333333333333,1.594660623877961,True
3797,B-132-1925,B-132-1926,Piferrer - Deià - Piferrer - Pintor Alsamora,132,Bus,"LINESTRING (2.1776951705719263 41.43213620461356, 2.1779221900000003 41.43243234, 2.1785539 41.43323659, 2.17882577 41.43351394, 2.17920263 41.43384219, 2.1793175499999995 41.43395686, 2.17955611 41.43423259, 2.1796628600000005 41.43448742000002, 2.1796629372950527 41.43448766340287)",310.2782142887927,3.333333333333333,1.5513910714439636,True
3798,B-132-1926,B-132-3423,Piferrer - Pintor Alsamora - Av Rio de Janeiro - Cementiri de Sant Andreu,132,Bus,"LINESTRING (2.1796629372950527 41.43448766340287, 2.1804100474578787 41.43684023489565)",268.5479681482099,3.333333333333333,1.3427398407410498,True
3799,B-132-3423,B-132-1927,Av Rio de Janeiro - Cementiri de Sant Andreu - Av Rio de Janeiro - Pg Valldaura,132,Bus,"LINESTRING (2.1804100474578787 41.43684023489565, 2.18056915 41.43734121, 2.1807786800000004 41.43780407999998, 2.18087538 41.43796664, 2.18125425 41.43854713999999, 2.1815471459493345 41.43894774254538)",253.81731921025326,3.333333333333333,1.2690865960512665,True
3800,B-132-1927,B-132-1928,Av Rio de Janeiro - Pg Valldaura - Pl Àngel Pestaña,132,Bus,"LINESTRING (2.1815471459493345 41.43894774254538, 2.1817002900000007 41.439157200000004, 2.18172174 41.43923172, 2.1817044 41.439275169999995, 2.181680890000001 41.43929293999999, 2.1816443800000003 41.43930578, 2.181592550000001 41.43931197, 2.1802421699999996 41.439155689999986, 2.18020933 41.43915575999999, 2.1801505000000003 41.439176559999986, 2.18011654 41.43921828, 2.18011284 41.43924283999999, 2.17995908 41.440478590000005, 2.1799528800000005 41.440513429999996, 2.17991326 41.44057668999999, 2.1798700099999997 41.44060958000002, 2.1792346529138613 41.44100047725832)",404.2406529770536,3.333333333333333,2.0212032648852682,True
3801,B-132-1928,B-132-1517,Pl Àngel Pestaña - Via Júlia - Mas Duran,132,Bus,"LINESTRING (2.1792346529138613 41.44100047725832, 2.1778474200000004 41.44185393, 2.17781569 41.44190076999998, 2.17782061 41.44195321999999, 2.1780915099999993 41.44227098, 2.1782335500000003 41.442454879999985, 2.1782591700000005 41.44250508, 2.17866786 41.4434369, 2.178703029482453 41.44351899662036)",351.3924747258336,3.333333333333333,1.7569623736291682,True
3802,B-132-1517,B-132-1518,Via Júlia - Mas Duran - Via Júlia - Via Favència,132,Bus,"LINESTRING (2.178703029482453 41.44351899662036, 2.1795167920683785 41.44541851421816)",221.57899682442286,3.333333333333333,1.1078949841221144,True
3803,B-132-1910,B-132-1176,Via Favència - Pablo Iglesias - Via Favència - Palamós,132,Bus,"LINESTRING (2.18276527156452 41.44638900792002, 2.18360302 41.4464787, 2.1842314587041582 41.446536363662666)",123.57363385146695,3.333333333333333,0.6178681692573348,True
3804,B-132-1176,B-132-2752,Via Favència - Palamós - CEIP Mercè Rodoreda,132,Bus,"LINESTRING (2.1842314587041582 41.446536363662666, 2.184932010000001 41.44660064, 2.1864601200000005 41.446738210000014, 2.18655243 41.44673128000001, 2.1865952300000004 41.446717389999996, 2.18666526 41.44667162, 2.1867051999999996 41.44660863, 2.1867115800000003 41.44657388, 2.18670617 41.44653036, 2.1865083176127897 41.44594128155933)",290.8639055357559,3.333333333333333,1.4543195276787797,True
3805,B-132-2752,B-132-2753,CEIP Mercè Rodoreda - Av Rio de Janeiro - Tissó,132,Bus,"LINESTRING (2.1865083176127897 41.44594128155933, 2.18649853 41.44591214000001, 2.1864960900000003 41.44586259999998, 2.18650319 41.445813320000006, 2.18654529 41.44571964, 2.1866487100000005 41.44561061999998, 2.18670253 41.445523660000006, 2.186715930000001 41.44547663999999, 2.1867113 41.44532249000001, 2.1860230200000004 41.443069799999996, 2.1859531300000006 41.44294576999999, 2.18584989 41.442835719999984, 2.1846780552992304 41.44183198163871)",508.17562483708116,3.333333333333333,2.5408781241854057,True
3806,B-132-2753,B-132-1930,Av Rio de Janeiro - Tissó - Av Rio de Janeiro - Baltasar Gracián,132,Bus,"LINESTRING (2.1846780552992304 41.44183198163871, 2.1830192100000003 41.44041102, 2.1825938244065397 41.44006311970107)",262.47407355185334,3.333333333333333,1.3123703677592669,True
3807,B-132-1930,B-132-154,Av Rio de Janeiro - Baltasar Gracián - Pg Valldaura - Pg Andreu Nin,132,Bus,"LINESTRING (2.1825938244065397 41.44006311970107, 2.1818848799999997 41.439483300000006, 2.181864220000001 41.43945397, 2.18185003 41.43938883, 2.18187355 41.43932525, 2.18193039 41.43927498, 2.1820100399999998 41.43924735, 2.18207907 41.43924502000001, 2.1824989844943845 41.439298012581915)",161.81784588817627,3.333333333333333,0.8090892294408814,True
3808,B-132-154,B-132-1932,Pg Valldaura - Pg Andreu Nin - Pg Andreu Nin - Rosselló i Porcel,132,Bus,"LINESTRING (2.1824989844943845 41.439298012581915, 2.18317388 41.43938318, 2.1832225000000003 41.43937506000001, 2.183250559999999 41.439344109999986, 2.1832514200000013 41.43932505, 2.1823219362006654 41.43660903991623)",378.99157508361213,3.333333333333333,1.894957875418061,True
3809,B-132-1932,B-132-2454,Pg Andreu Nin - Rosselló i Porcel - Pg Andreu Nin - Parc Esportiu Can Dragó,132,Bus,"LINESTRING (2.1823219362006654 41.43660903991623, 2.18161222 41.43453505000001, 2.18150752978455 41.43421540948742)",274.3256918756281,3.333333333333333,1.3716284593781405,True
3810,B-132-2454,B-132-1933,Pg Andreu Nin - Parc Esportiu Can Dragó - Pg Ciutat de Mallorca - Av Rio de Janeiro,132,Bus,"LINESTRING (2.18150752978455 41.43421540948742, 2.1808605799999996 41.432240070000006, 2.1808199300000006 41.43221088999999, 2.1807899699999997 41.43220175, 2.180726110000001 41.43220453999999, 2.1806977700000005 41.43221624000002, 2.18066605 41.43224495999999, 2.1804949363287967 41.43247983101349)",275.1995311424432,3.333333333333333,1.3759976557122162,True
3811,B-132-1933,B-132-2455,Pg Ciutat de Mallorca - Av Rio de Janeiro - Pg Ciutat de Mallorca - Piferrer,132,Bus,"LINESTRING (2.1804949363287967 41.43247983101349, 2.18039949 41.43261083999999, 2.1803288900000006 41.43267309, 2.18023418 41.43271330999999, 2.1801268700000005 41.4327266, 2.1799197 41.43270985000002, 2.17963072 41.4327089, 2.1794867900000003 41.43271920999999, 2.179159910000001 41.43276527, 2.1788706200000014 41.43283224999998, 2.178730780000001 41.43287592, 2.178657365523963 41.43290525622769)",170.15427584715312,3.333333333333333,0.8507713792357657,True
3812,B-132-2455,B-132-2456,Pg Ciutat de Mallorca - Piferrer - Pintor Alsamora - Piferrer,132,Bus,"LINESTRING (2.178657365523963 41.43290525622769, 2.17846346 41.43298274, 2.1784209900000002 41.43301933999998, 2.1784184 41.433063489999995, 2.1785539 41.43323659, 2.17882577 41.43351394, 2.17920263 41.43384219, 2.1793175499999995 41.43395686, 2.17955611 41.43423259, 2.1796628600000005 41.43448742000002, 2.17972402 41.434701659999995, 2.17971225 41.43478738, 2.179692400000001 41.43482796000002, 2.1796275 41.43489897, 2.1795707400000004 41.43493453999998, 2.1791853781237838 41.43510558811058)",311.33585261069635,3.333333333333333,1.5566792630534818,True
3813,B-132-2456,B-132-2457,Pintor Alsamora - Piferrer - Escultor Ordóñez - Pintor Alsamora,132,Bus,"LINESTRING (2.1791853781237838 41.43510558811058, 2.17845446 41.43543001, 2.17811145 41.435554029999984, 2.17699477 41.43592491, 2.17660381 41.43604829, 2.1765529000000003 41.43605569, 2.17652384 41.43604754999999, 2.1764887 41.436016030000005, 2.1762652699999996 41.43570688, 2.17624996 41.43567364999999, 2.1762363299999996 41.43559838, 2.1761770200000004 41.43550525999999, 2.1760029100000002 41.43517689, 2.1758988418059415 41.43502586863404)",372.60136832511137,3.333333333333333,1.863006841625557,True
3814,B-132-2457,B-132-1935,Escultor Ordóñez - Pintor Alsamora - Escultor Ordóñez - Pl de Sóller,132,Bus,"LINESTRING (2.1758988418059415 41.43502586863404, 2.1757412200000004 41.43479712999999, 2.1750607399999997 41.43397345, 2.1750441500000006 41.433905290000006, 2.1750790200000005 41.43379070000002, 2.1750775200000003 41.43374301, 2.1749601947783583 41.4335953173405)",181.4344236738138,3.333333333333333,0.907172118369069,True
3815,B-132-1935,B-132-1589,Escultor Ordóñez - Pl de Sóller - Doctor Pi i Molist - Fabra i Puig,132,Bus,"LINESTRING (2.1749601947783583 41.4335953173405, 2.17404448 41.43244255999999, 2.1739029900000006 41.43224390000001, 2.173865710000001 41.43217289, 2.1738528899999996 41.43211721000001, 2.1738559900000003 41.43206052, 2.1738856 41.43197081, 2.174544476783354 41.4307878674225)",347.8551194915278,3.333333333333333,1.739275597457639,True
3816,B-132-1589,B-132-3404,Doctor Pi i Molist - Fabra i Puig - Av dels Quinze - Serrano,132,Bus,"LINESTRING (2.174544476783354 41.4307878674225, 2.1746027900000002 41.43068316999999, 2.1746321500000003 41.43061367999999, 2.17463189 41.430498449999995, 2.1745983800000004 41.43043222, 2.1745237200000003 41.43035999000001, 2.174389300000001 41.43029351999999, 2.17434619 41.43024089000001, 2.17433871 41.430201579999995, 2.17431538 41.42917166)",190.5963561013706,3.333333333333333,0.952981780506853,True
3817,B-133-2701,B-133-3865,Palomar - Gran de Sant Andreu - Palomar - Fernando Pessoa,133,Bus,"LINESTRING (2.1886453351155186 41.44198994985394, 2.19016626 41.44207836, 2.1926205804919783 41.4422333975745)",333.1987988128494,3.333333333333333,1.6659939940642472,True
3818,B-133-3865,B-133-2597,Palomar - Fernando Pessoa - Ferran Junoy - Palomar,133,Bus,"LINESTRING (2.1926205804919783 41.4422333975745, 2.19424228 41.44233581, 2.19661014 41.44250545, 2.19666482 41.44251766000001, 2.1967217900000002 41.44255043999996, 2.19678204 41.44261653000001, 2.196843599999999 41.44274808000001, 2.196924095545063 41.44298516205146)",396.9699985788929,3.333333333333333,1.9848499928944647,True
3819,B-133-2597,B-133-3861,Ferran Junoy - Palomar - Ferran Junoy - Ciutat d'Asunción,133,Bus,"LINESTRING (2.196924095545063 41.44298516205146, 2.19718659 41.44375826999998, 2.1979035423000055 41.44595573039227)",339.8060122504986,3.333333333333333,1.6990300612524931,True
3820,B-133-3861,B-133-3862,Ferran Junoy - Ciutat d'Asunción - Clariana - Clarà,133,Bus,"LINESTRING (2.1979035423000055 41.44595573039227, 2.1980377400000006 41.44636703, 2.19812494 41.44642238999998, 2.19826545 41.4464798, 2.1984998999999994 41.44655360000001, 2.1997253005055986 41.44698252363998)",204.03701008032215,3.333333333333333,1.0201850504016108,True
3821,B-133-3862,B-133-1832,Clariana - Clarà - Caracas - Clariana,133,Bus,"LINESTRING (2.1997253005055986 41.44698252363998, 2.20089322 41.44739131000001, 2.2009670200000007 41.4474022, 2.201010300000001 41.44738878, 2.2010459 41.44734991999999, 2.2011431871403935 41.44719346215585)",142.2125398286708,3.333333333333333,0.7110626991433541,True
3822,B-133-1832,B-133-1455,Caracas - Clariana - Ciutat d'Asunción - Potosí,133,Bus,"LINESTRING (2.2011431871403935 41.44719346215585, 2.20142767 41.44673595, 2.2017209500000003 41.44638042999999, 2.20173843 41.44633583000001, 2.20173243 41.44630204, 2.2017197900000003 41.446286159999985, 2.2016539400000004 41.44624589000001, 2.199428760000001 41.445132680000015, 2.1993448800000004 41.44505142, 2.1993150800000003 41.44500505, 2.199282540000001 41.444905249999984, 2.1992869100000005 41.44480677999999, 2.199858920009447 41.4416747160198)",734.3418490404601,3.333333333333333,3.671709245202301,True
3823,B-133-1455,B-133-603,Ciutat d'Asunción - Potosí - Lima - Ciutat d'Asunción,133,Bus,"LINESTRING (2.199858920009447 41.4416747160198, 2.2002934 41.43929549, 2.2003069500000003 41.439264879999996, 2.20035896 41.439214079999985, 2.200435 41.43918513999998, 2.2005202000000006 41.43918373999999, 2.2007869444791583 41.43921941574295)",314.20886440494166,3.333333333333333,1.5710443220247083,True
3824,B-133-603,B-133-1454,Lima - Ciutat d'Asunción - Caracas - Pl Celestí Boada,133,Bus,"LINESTRING (2.2007869444791583 41.43921941574295, 2.203517080000001 41.43958451999998, 2.203566350000001 41.43957373999999, 2.20359341 41.43954093999999, 2.203646722332279 41.43931733331417)",265.4584234453522,3.333333333333333,1.327292117226761,True
3825,B-133-1454,B-133-13,Caracas - Pl Celestí Boada - Sas - Claramunt,133,Bus,"LINESTRING (2.203646722332279 41.43931733331417, 2.2036482800000003 41.439310799999994, 2.20368367 41.43924657, 2.2037823600000004 41.43912575, 2.2040725099999996 41.43881016, 2.2041712 41.438348680000004, 2.20420817 41.43785518, 2.2042157702350553 41.43759153389083)",202.85790923762414,3.333333333333333,1.0142895461881207,True
3826,B-133-13,B-133-1435,Sas - Claramunt - Sant Adrià - Sas,133,Bus,"LINESTRING (2.2042157702350553 41.43759153389083, 2.20421586 41.43758841999998, 2.2043158700000003 41.43627412, 2.2043099800000006 41.436237469999995, 2.20428199 41.43617695, 2.2042405200000004 41.43614231, 2.2042114400000004 41.43613354, 2.2037063731845534 41.43608468226711)",208.055899444015,3.333333333333333,1.0402794972200753,True
3827,B-133-1435,B-133-3656,Sant Adrià - Sas - Sant Adrià - Ciutat d'Asunción,133,Bus,"LINESTRING (2.2037063731845534 41.43608468226711, 2.20137617 41.43585924, 2.2011620500000006 41.43584336, 2.2010263600000006 41.43585217999999, 2.2009457499999994 41.43583164, 2.20091196 41.43581183999999, 2.2008562100000004 41.435751129999986, 2.2008029700000002 41.43572643, 2.20048754908214 41.435689933872105)",276.4153603626442,3.333333333333333,1.382076801813221,True
3828,B-133-3656,B-133-3385,Sant Adrià - Ciutat d'Asunción - Sant Adrià - Pg. de l'Havana,133,Bus,"LINESTRING (2.20048754908214 41.435689933872105, 2.1995119900000013 41.43557705, 2.19867078 41.435487419999994, 2.1983031599999996 41.43548056, 2.196343172298399 41.43555447029693)",348.1368197031346,3.333333333333333,1.740684098515673,True
3829,B-133-3385,B-133-1338,Sant Adrià - Pg. de l'Havana - Segre - Sant Adrià,133,Bus,"LINESTRING (2.196343172298399 41.43555447029693, 2.1959903900000004 41.435567769999984, 2.19570961 41.43556974, 2.19550745 41.43556046, 2.1952637800000003 41.435523319999994, 2.19482439 41.43541785, 2.19460164 41.435392500000006, 2.19446224 41.43534745999999, 2.19418718 41.43520844, 2.1931928 41.43462865, 2.1923604400000003 41.43409863, 2.1922937499999997 41.434030959999994, 2.1922609200000003 41.43395042, 2.1922629 41.43387729, 2.1924376962587466 41.43358949371161)",446.54066806286,3.333333333333333,2.2327033403143,True
3830,B-133-1338,B-133-1943,Segre - Sant Adrià - Virgili - Pl de Montserrat Roca i Baltà,133,Bus,"LINESTRING (2.1924376962587466 41.43358949371161, 2.19274907 41.43307682, 2.1927830200000002 41.432999469999984, 2.1930392000000003 41.43266094, 2.1931148 41.43251798, 2.19339152 41.43147806, 2.193442498588695 41.43130679552377)",269.19675693185087,3.333333333333333,1.3459837846592544,True
3831,B-133-1943,B-133-1344,Virgili - Pl de Montserrat Roca i Baltà - Onze de Setembre - Virgili,133,Bus,"LINESTRING (2.193442498588695 41.43130679552377, 2.193692980000001 41.43046528, 2.1937041000000006 41.430379989999985, 2.1936933199999995 41.430167480000016, 2.1936702100000005 41.430136100000006, 2.19364861 41.43012773999999, 2.1932436600000003 41.43014095, 2.193124693482665 41.43014192652005)",178.6916727285863,3.333333333333333,0.8934583636429315,True
3832,B-133-1344,B-133-873,Onze de Setembre - Virgili - Fabra i Puig - Gran de Sant Andreu,133,Bus,"LINESTRING (2.193124693482665 41.43014192652005, 2.1895660800000005 41.43017108, 2.1891552121956717 41.43017906557364)",331.70731733563736,3.333333333333333,1.658536586678187,True
3833,B-133-873,B-133-874,Fabra i Puig - Gran de Sant Andreu - Fabra i Puig - Llenguadoc,133,Bus,"LINESTRING (2.1891552121956717 41.43017906557364, 2.1885147800000007 41.43019150999999, 2.1854824995876303 41.43022546953719)",306.92696262782835,3.333333333333333,1.5346348131391419,True
3834,B-133-1166,B-133-1167,Meridiana - Estació d'Autobusos Fabra i Puig - CAP Sant Andreu,133,Bus,"LINESTRING (2.182914750034103 41.43068795202811, 2.18288135 41.43078102999999, 2.18284849 41.43091138, 2.18281693 41.43114922, 2.1828172800000005 41.43143903999999, 2.1828318100000006 41.43158359000001, 2.18285584 41.43172741000002, 2.1829181500000003 41.43196499, 2.1829473500000005 41.431997559999985, 2.182994720000001 41.43200712, 2.1830397000000006 41.431987880000015, 2.1831299900000003 41.43193149999999, 2.183181990000001 41.43192143, 2.1833658200000006 41.43194174, 2.18341209 41.43196346, 2.183431 41.43199173, 2.183412530000001 41.4322744, 2.1834159999999994 41.43256188000001, 2.18347825 41.4329891, 2.1835141400000015 41.43315756, 2.183576138502228 41.43334060225249)",344.85924078789105,3.333333333333333,1.7242962039394554,True
3835,B-133-1167,B-133-1340,CAP Sant Andreu - Meridiana - Riera de Sant Andreu,133,Bus,"LINESTRING (2.183576138502228 41.43334060225249, 2.18390467 41.434310530000005, 2.1839693699999994 41.43447731, 2.1841592700000008 41.43488790999999, 2.18423152 41.435065670000014, 2.1843828906518823 41.43550324924067)",249.5266776364863,3.333333333333333,1.2476333881824317,True
3836,B-133-1340,B-133-3657,Meridiana - Riera de Sant Andreu - Malats - Arbúcies,133,Bus,"LINESTRING (2.1843828906518823 41.43550324924067, 2.1848438 41.436835599999995, 2.1848685699999995 41.43686775000002, 2.18489578 41.43687784, 2.186386892502966 41.43657968528016)",288.4172912351815,3.333333333333333,1.4420864561759077,True
