origen,dest,tram,mode,lines,type,time,directed,geometry
SB-32,B-X1-32,Metro Glòries - Metro Glòries,Bus - Bus,IU Stop - X1,Exchange - Self,01:00,True,POINT (2.188084289126144 41.40302045927813)
B-7-32,B-X1-32,Metro Glòries - Metro Glòries,Bus - Bus,7 - X1,Exchange - Self,01:00,True,POINT (2.188084289126144 41.40302045927813)
B-H12-32,B-X1-32,Metro Glòries - Metro Glòries,Bus - Bus,H12 - X1,Exchange - Self,01:00,True,POINT (2.188084289126144 41.40302045927813)
B-V25-32,B-X1-32,Metro Glòries - Metro Glòries,Bus - Bus,V25 - X1,Exchange - Self,01:00,True,POINT (2.188084289126144 41.40302045927813)
SB-34,B-H16-34,Av Icària - Av Bogatell - Av Icària - Av Bogatell,Bus - Bus,IU Stop - H16,Exchange - Self,01:00,True,POINT (2.199317998139265 41.39302500168205)
B-V27-34,B-H16-34,Av Icària - Av Bogatell - Av Icària - Av Bogatell,Bus - Bus,V27 - H16,Exchange - Self,01:00,True,POINT (2.199317998139265 41.39302500168205)
SB-34,B-V27-34,Av Icària - Av Bogatell - Av Icària - Av Bogatell,Bus - Bus,IU Stop - V27,Exchange - Self,01:00,True,POINT (2.199317998139265 41.39302500168205)
B-H16-34,B-V27-34,Av Icària - Av Bogatell - Av Icària - Av Bogatell,Bus - Bus,H16 - V27,Exchange - Self,01:00,True,POINT (2.199317998139265 41.39302500168205)
SB-36,B-V21-36,Metro Marina - Metro Marina,Bus - Bus,IU Stop - V21,Exchange - Self,01:00,True,POINT (2.1875449941364367 41.39415300216471)
SB-38,B-6-38,Marina - Ribes - Marina - Ribes,Bus - Bus,IU Stop - 6,Exchange - Self,01:00,True,POINT (2.1829320058197403 41.39770899748059)
B-54-38,B-6-38,Marina - Ribes - Marina - Ribes,Bus - Bus,54 - 6,Exchange - Self,01:00,True,POINT (2.1829320058197403 41.39770899748059)
B-V21-38,B-6-38,Marina - Ribes - Marina - Ribes,Bus - Bus,V21 - 6,Exchange - Self,01:00,True,POINT (2.1829320058197403 41.39770899748059)
SB-38,B-54-38,Marina - Ribes - Marina - Ribes,Bus - Bus,IU Stop - 54,Exchange - Self,01:00,True,POINT (2.1829320058197403 41.39770899748059)
B-6-38,B-54-38,Marina - Ribes - Marina - Ribes,Bus - Bus,6 - 54,Exchange - Self,01:00,True,POINT (2.1829320058197403 41.39770899748059)
B-V21-38,B-54-38,Marina - Ribes - Marina - Ribes,Bus - Bus,V21 - 54,Exchange - Self,01:00,True,POINT (2.1829320058197403 41.39770899748059)
SB-38,B-V21-38,Marina - Ribes - Marina - Ribes,Bus - Bus,IU Stop - V21,Exchange - Self,01:00,True,POINT (2.1829320058197403 41.39770899748059)
B-6-38,B-V21-38,Marina - Ribes - Marina - Ribes,Bus - Bus,6 - V21,Exchange - Self,01:00,True,POINT (2.1829320058197403 41.39770899748059)
B-54-38,B-V21-38,Marina - Ribes - Marina - Ribes,Bus - Bus,54 - V21,Exchange - Self,01:00,True,POINT (2.1829320058197403 41.39770899748059)
SB-39,B-19-39,Pg de Sant Joan - Alí-Bei - Pg de Sant Joan - Alí-Bei,Bus - Bus,IU Stop - 19,Exchange - Self,01:00,True,POINT (2.1787870054690397 41.392553003918394)
B-54-39,B-19-39,Pg de Sant Joan - Alí-Bei - Pg de Sant Joan - Alí-Bei,Bus - Bus,54 - 19,Exchange - Self,01:00,True,POINT (2.1787870054690397 41.392553003918394)
B-V19-39,B-19-39,Pg de Sant Joan - Alí-Bei - Pg de Sant Joan - Alí-Bei,Bus - Bus,V19 - 19,Exchange - Self,01:00,True,POINT (2.1787870054690397 41.392553003918394)
SB-39,B-54-39,Pg de Sant Joan - Alí-Bei - Pg de Sant Joan - Alí-Bei,Bus - Bus,IU Stop - 54,Exchange - Self,01:00,True,POINT (2.1787870054690397 41.392553003918394)
B-19-39,B-54-39,Pg de Sant Joan - Alí-Bei - Pg de Sant Joan - Alí-Bei,Bus - Bus,19 - 54,Exchange - Self,01:00,True,POINT (2.1787870054690397 41.392553003918394)
B-V19-39,B-54-39,Pg de Sant Joan - Alí-Bei - Pg de Sant Joan - Alí-Bei,Bus - Bus,V19 - 54,Exchange - Self,01:00,True,POINT (2.1787870054690397 41.392553003918394)
SB-39,B-V19-39,Pg de Sant Joan - Alí-Bei - Pg de Sant Joan - Alí-Bei,Bus - Bus,IU Stop - V19,Exchange - Self,01:00,True,POINT (2.1787870054690397 41.392553003918394)
B-19-39,B-V19-39,Pg de Sant Joan - Alí-Bei - Pg de Sant Joan - Alí-Bei,Bus - Bus,19 - V19,Exchange - Self,01:00,True,POINT (2.1787870054690397 41.392553003918394)
B-54-39,B-V19-39,Pg de Sant Joan - Alí-Bei - Pg de Sant Joan - Alí-Bei,Bus - Bus,54 - V19,Exchange - Self,01:00,True,POINT (2.1787870054690397 41.392553003918394)
SB-41,B-7-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,IU Stop - 7,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-33-41,B-7-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,33 - 7,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-63-41,B-7-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,63 - 7,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-67-41,B-7-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,67 - 7,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-78-41,B-7-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,78 - 7,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
SB-41,B-33-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,IU Stop - 33,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-7-41,B-33-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,7 - 33,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-63-41,B-33-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,63 - 33,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-67-41,B-33-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,67 - 33,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-78-41,B-33-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,78 - 33,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
SB-41,B-63-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,IU Stop - 63,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-7-41,B-63-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,7 - 63,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-33-41,B-63-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,33 - 63,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-67-41,B-63-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,67 - 63,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-78-41,B-63-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,78 - 63,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
SB-41,B-67-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,IU Stop - 67,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-7-41,B-67-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,7 - 67,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-33-41,B-67-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,33 - 67,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-63-41,B-67-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,63 - 67,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-78-41,B-67-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,78 - 67,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
SB-41,B-78-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,IU Stop - 78,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-7-41,B-78-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,7 - 78,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-33-41,B-78-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,33 - 78,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-63-41,B-78-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,63 - 78,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
B-67-41,B-78-41,Diagonal - Doctor Fleming - Diagonal - Doctor Fleming,Bus - Bus,67 - 78,Exchange - Self,01:00,True,POINT (2.1363220050508174 41.390710003087634)
SB-42,B-6-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,IU Stop - 6,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-7-42,B-6-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,7 - 6,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-33-42,B-6-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,33 - 6,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-34-42,B-6-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,34 - 6,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-63-42,B-6-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,63 - 6,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-67-42,B-6-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,67 - 6,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
SB-42,B-7-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,IU Stop - 7,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-6-42,B-7-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,6 - 7,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-33-42,B-7-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,33 - 7,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-34-42,B-7-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,34 - 7,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-63-42,B-7-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,63 - 7,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-67-42,B-7-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,67 - 7,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
SB-42,B-33-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,IU Stop - 33,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-6-42,B-33-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,6 - 33,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-7-42,B-33-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,7 - 33,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-34-42,B-33-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,34 - 33,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-63-42,B-33-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,63 - 33,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-67-42,B-33-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,67 - 33,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
SB-42,B-34-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,IU Stop - 34,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-6-42,B-34-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,6 - 34,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-7-42,B-34-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,7 - 34,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-33-42,B-34-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,33 - 34,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-63-42,B-34-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,63 - 34,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-67-42,B-34-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,67 - 34,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
SB-42,B-63-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,IU Stop - 63,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-6-42,B-63-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,6 - 63,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-7-42,B-63-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,7 - 63,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-33-42,B-63-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,33 - 63,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-34-42,B-63-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,34 - 63,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-67-42,B-63-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,67 - 63,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
SB-42,B-67-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,IU Stop - 67,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-6-42,B-67-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,6 - 67,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-7-42,B-67-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,7 - 67,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-33-42,B-67-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,33 - 67,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-34-42,B-67-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,34 - 67,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
B-63-42,B-67-42,Diagonal - L'Illa Diagonal - Diagonal - L'Illa Diagonal,Bus - Bus,63 - 67,Exchange - Self,01:00,True,POINT (2.133482709741999 41.38959884966507)
SB-43,B-109-43,Pg Zona Franca - Foneria - Pg Zona Franca - Foneria,Bus - Bus,IU Stop - 109,Exchange - Self,01:00,True,POINT (2.139078999232422 41.3598259993702)
B-V3-43,B-109-43,Pg Zona Franca - Foneria - Pg Zona Franca - Foneria,Bus - Bus,V3 - 109,Exchange - Self,01:00,True,POINT (2.139078999232422 41.3598259993702)
B-H16-43,B-109-43,Pg Zona Franca - Foneria - Pg Zona Franca - Foneria,Bus - Bus,H16 - 109,Exchange - Self,01:00,True,POINT (2.139078999232422 41.3598259993702)
SB-43,B-V3-43,Pg Zona Franca - Foneria - Pg Zona Franca - Foneria,Bus - Bus,IU Stop - V3,Exchange - Self,01:00,True,POINT (2.139078999232422 41.3598259993702)
B-109-43,B-V3-43,Pg Zona Franca - Foneria - Pg Zona Franca - Foneria,Bus - Bus,109 - V3,Exchange - Self,01:00,True,POINT (2.139078999232422 41.3598259993702)
B-H16-43,B-V3-43,Pg Zona Franca - Foneria - Pg Zona Franca - Foneria,Bus - Bus,H16 - V3,Exchange - Self,01:00,True,POINT (2.139078999232422 41.3598259993702)
SB-43,B-H16-43,Pg Zona Franca - Foneria - Pg Zona Franca - Foneria,Bus - Bus,IU Stop - H16,Exchange - Self,01:00,True,POINT (2.139078999232422 41.3598259993702)
B-109-43,B-H16-43,Pg Zona Franca - Foneria - Pg Zona Franca - Foneria,Bus - Bus,109 - H16,Exchange - Self,01:00,True,POINT (2.139078999232422 41.3598259993702)
B-V3-43,B-H16-43,Pg Zona Franca - Foneria - Pg Zona Franca - Foneria,Bus - Bus,V3 - H16,Exchange - Self,01:00,True,POINT (2.139078999232422 41.3598259993702)
SB-44,B-109-44,Pg Zona Franca - Foc - Pg Zona Franca - Foc,Bus - Bus,IU Stop - 109,Exchange - Self,01:00,True,POINT (2.1415390038260873 41.35686299617301)
B-V3-44,B-109-44,Pg Zona Franca - Foc - Pg Zona Franca - Foc,Bus - Bus,V3 - 109,Exchange - Self,01:00,True,POINT (2.1415390038260873 41.35686299617301)
B-H16-44,B-109-44,Pg Zona Franca - Foc - Pg Zona Franca - Foc,Bus - Bus,H16 - 109,Exchange - Self,01:00,True,POINT (2.1415390038260873 41.35686299617301)
SB-44,B-V3-44,Pg Zona Franca - Foc - Pg Zona Franca - Foc,Bus - Bus,IU Stop - V3,Exchange - Self,01:00,True,POINT (2.1415390038260873 41.35686299617301)
B-109-44,B-V3-44,Pg Zona Franca - Foc - Pg Zona Franca - Foc,Bus - Bus,109 - V3,Exchange - Self,01:00,True,POINT (2.1415390038260873 41.35686299617301)
B-H16-44,B-V3-44,Pg Zona Franca - Foc - Pg Zona Franca - Foc,Bus - Bus,H16 - V3,Exchange - Self,01:00,True,POINT (2.1415390038260873 41.35686299617301)
SB-44,B-H16-44,Pg Zona Franca - Foc - Pg Zona Franca - Foc,Bus - Bus,IU Stop - H16,Exchange - Self,01:00,True,POINT (2.1415390038260873 41.35686299617301)
B-109-44,B-H16-44,Pg Zona Franca - Foc - Pg Zona Franca - Foc,Bus - Bus,109 - H16,Exchange - Self,01:00,True,POINT (2.1415390038260873 41.35686299617301)
B-V3-44,B-H16-44,Pg Zona Franca - Foc - Pg Zona Franca - Foc,Bus - Bus,V3 - H16,Exchange - Self,01:00,True,POINT (2.1415390038260873 41.35686299617301)
SB-47,B-27-47,Parc Sanitari Pere Virgili - Parc Sanitari Pere Virgili,Bus - Bus,IU Stop - 27,Exchange - Self,01:00,True,POINT (2.1419290055753337 41.41626700233695)
SB-48,B-27-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,IU Stop - 27,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-60-48,B-27-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,60 - 27,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-76-48,B-27-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,76 - 27,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-V21-48,B-27-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,V21 - 27,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-H4-48,B-27-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,H4 - 27,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-M19-48,B-27-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,M19 - 27,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
SB-48,B-60-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,IU Stop - 60,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-27-48,B-60-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,27 - 60,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-76-48,B-60-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,76 - 60,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-V21-48,B-60-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,V21 - 60,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-H4-48,B-60-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,H4 - 60,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-M19-48,B-60-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,M19 - 60,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
SB-48,B-76-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,IU Stop - 76,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-27-48,B-76-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,27 - 76,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-60-48,B-76-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,60 - 76,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-V21-48,B-76-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,V21 - 76,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-H4-48,B-76-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,H4 - 76,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-M19-48,B-76-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,M19 - 76,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
SB-48,B-V21-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,IU Stop - V21,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-27-48,B-V21-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,27 - V21,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-60-48,B-V21-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,60 - V21,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
B-76-48,B-V21-48,Palau d'Esports Vall d'Hebron - Palau d'Esports Vall d'Hebron,Bus - Bus,76 - V21,Exchange - Self,01:00,True,POINT (2.1441649994430696 41.42792000286568)
